ticker,company,sector,signal,buy_score,quality_score,composite_score,overheat_score,ev_to_sales,ev_to_fcf,net_debt_to_ebitda,current_ratio,revenue_growth,eps_growth,roic,gross_margin,fcf_margin,change_6m,change_1y
CRWD,"CrowdStrike Holdings, Inc.",Technology,WATCH,7.5,8,15.5,3,22.215542776867437,86.22846062698378,-39.49497138660768,1.773130630716755,0.21711245176577237,-7.259212198221093,-0.03748191663184372,0.7486315995099756,0.25763585033681385,1.24742,32.782
NVDA,NVIDIA Corporation,Technology,WATCH,14.0,12,26.0,3,20.617143518019063,46.050982012019524,0.005582766063423543,3.905263812455306,0.6,0.6599326599326597,0.6288038473944232,0.7106808435754708,0.4477025812964833,2.99179,58.45302
AMD,"Advanced Micro Devices, Inc.",Technology,WATCH,16.0,6,22.0,2,9.276545899131037,47.71050829992576,-0.14646533973919013,2.850026441036489,0.34337793290672874,1.0,0.05406394030287512,0.4951644100580271,0.19443401945783653,24.70202,101.54928
WMT,Walmart Inc.,Consumer Defensive,WATCH,7.5,2,9.5,2,1.480174136890164,70.73681082805066,1.212971530632007,0.7897533242144247,0.04725214211766779,0.1322314049586778,0.11873647453784536,0.24926699786724774,0.020925090056550886,21.10349,48.31953
ISRG,"Intuitive Surgical, Inc.",Healthcare,WATCH,14.0,9,23.0,2,16.606363695589536,67.1048575448669,-0.8461326119361784,4.874638620277141,0.20505022688904587,0.22324159021406728,0.13709516322071325,0.6599600584220096,0.24746887636988685,6.58023,0.52225345
JNJ,Johnson & Johnson,Healthcare,WATCH,13.0,10,23.0,2,6.492159061384604,31.044569929383695,0.7082559598494353,1.027676163027011,0.06048119251078011,0.8886986301369862,0.13711199990173623,0.7278460182816133,0.2091238202414192,35.93171,48.49991
XOM,Exxon Mobil Corporation,Energy,WATCH,7.5,2,9.5,2,2.1589638719346724,29.616262618117908,0.8778733938465165,1.1527996681874741,-0.04522368657644725,-0.15051020408163263,0.06342165562697202,0.21683209583056762,0.07289791759929609,36.88481,41.28094
AMZN,"Amazon.com, Inc.",Consumer Cyclical,WATCH,10.0,4,14.0,2,3.229721657931664,300.9051292905783,0.40024555312959276,1.0508153482718285,0.12377754683294695,0.2879858657243816,0.10699097087482645,0.5028566486824266,0.010733355278941701,-8.1613,8.06643
RTX,RTX Corporation,Industrials,WATCH,12.5,2,14.5,2,3.437909435741453,38.363865205919396,2.417715793441387,1.0263336962438758,0.09741385716762863,0.40223463687150823,0.062061897403578446,0.20077198288996986,0.08961321851404579,30.27911,57.1517
AMGN,Amgen Inc.,Healthcare,BUY,11.5,10,21.5,1,6.628918387445946,30.09119755407407,2.4335099266870017,1.1399819529993331,0.09924006701771182,0.8805774278215223,0.12683390978636636,0.7048872691669613,0.22029426962930732,33.06921,17.6401
MSCI,MSCI Inc.,Financial Services,BUY,7.5,12,19.5,1,14.706070189783945,29.755839295938937,3.025054059048874,0.8989218527714455,0.09745046440495664,0.1057487579843861,0.35601780699087077,0.8244143566720764,0.4942246811969785,-8.04115,-0.94374469
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,BUY,11.0,10,21.0,1,5.37984403314532,18.91007596691582,-0.07084665360420749,4.125515062723194,0.00992113786790593,0.05305623471882645,0.08514543282920706,0.8535372902272205,0.2844961618640582,33.32321,9.69718
KO,The Coca-Cola Company,Consumer Defensive,WATCH,8.5,8,16.5,1,7.698418297866127,69.68841986744712,1.8833279863116243,1.4587660354306657,0.018699135164998618,0.23481781376518202,0.13003261764557686,0.6162574831563797,0.11046911829123297,15.81853,11.47659
SBUX,Starbucks Corporation,Consumer Cyclical,WATCH,-3.5,2,-1.5,1,3.826506804615997,61.72286961359065,5.738786480870775,1.0466630682708546,0.027869151541621288,-0.5075528700906344,0.06748495381625014,0.20596630852898262,0.06199495954370607,22.3199,4.3107
TXN,Texas Instruments Incorporated,Technology,WATCH,7.0,8,15.0,1,10.442600811559778,70.93586920860545,1.4743092583616093,4.352643241532131,0.13049037785307846,0.040076335877862586,0.16461648857957245,0.5702409229725144,0.14721185386268523,4.07996,9.47581
SLB,SLB N.V.,Energy,WATCH,6.0,4,10.0,1,2.106805141560951,15.689656892596455,1.2033020847908213,1.3255213640377692,-0.01598280470666042,-0.2420382165605096,0.10509876634893335,0.1821389565655717,0.13427987342126635,25.27411,11.59529
SNOW,Snowflake Inc.,Technology,WATCH,10.5,6,16.5,1,12.930956291981163,54.063325996104666,0.06934478976059243,1.2987366145666894,0.2916256250006894,-0.023316062176165882,-0.3014797909924414,0.6716860100436683,0.2391816643488204,-19.85078,18.30074
V,Visa Inc.,Financial Services,BUY,9.5,12,21.5,1,14.432247132903289,26.053957653436846,0.2415271769794997,1.1113333968435426,0.1133997661860491,0.04928131416837787,0.307933324782277,0.8107801212824044,0.5539368461742891,-9.70156,-6.71131
GE,GE Aerospace,Industrials,BUY,13.5,5,18.5,1,7.22563791571883,45.651628098017625,0.6716405537594297,1.0414571575166751,0.1848224897938091,0.3509933774834437,0.08566774158815611,0.36884995860025277,0.1582777705146642,8.87855,59.39092
GILD,"Gilead Sciences, Inc.",Healthcare,BUY,11.5,12,23.5,1,6.701127579648122,20.86669468006346,1.3205118262892594,1.6833996444594939,0.023961883564025874,1.0,0.2024534223512997,0.8079953807485905,0.32113986821547447,26.7656,28.10763
MRK,"Merck & Co., Inc.",Healthcare,BUY,8.0,11,19.0,1,4.961375106797311,26.095789406796115,1.3673653691198424,1.5362022099057437,0.01313738935294851,0.076923076923077,0.20833826770420766,0.8150005383704296,0.19012167171709402,39.97102,22.38412
CVX,Chevron Corporation,Energy,WATCH,5.5,1,6.5,1,2.334550581786696,26.82540290001236,0.9801421201207048,1.1547009315002845,-0.033022428572905785,-0.3186475409836065,0.022046623275078357,0.14741235122969115,0.08702760553078664,25.37076,28.22733
COP,ConocoPhillips,Energy,BUY,13.0,5,18.0,1,2.7893273856676193,9.774369905204795,0.677283990088722,1.297360507851654,0.0925803852633121,-0.1892583120204604,0.06750272944893973,0.2482135565536954,0.2853715802368313,30.10927,25.02339
CME,CME Group Inc.,Financial Services,BUY,10.0,8,18.0,1,17.055250092936234,26.519091891453645,-0.1164624232994773,92.96774193548387,0.06370206032528017,0.1537667698658411,0.016214061311817792,0.8609023709474588,0.6431310002147042,18.63896,19.76216
LMT,Lockheed Martin Corporation,Industrials,WATCH,9.5,4,13.5,1,2.246858108344325,24.412627249276202,2.0143233642718004,1.0868652239125778,0.05650099235674169,-0.037070120589548984,0.17385259024284885,0.10150951943189843,0.09203671876040875,38.51393,39.51446
MA,Mastercard Incorporated,Financial Services,BUY,12.5,12,24.5,1,13.774852250739531,26.427052431195882,0.3898682777062494,1.0349705649767156,0.16416373770724607,0.18893678160919547,0.48628291591916467,0.8343142935561587,0.5212405843066694,-14.31747,-4.33219
MDB,"MongoDB, Inc.",Technology,WATCH,10.0,7,17.0,1,8.09002337692594,39.19729115118907,57.45821940282183,4.6525371324100515,0.22794268264784995,0.4913294797687861,-0.04420303161642426,0.7174856532417241,0.20639240976427844,-21.02999,40.83198
COST,Costco Wholesale Corporation,Consumer Defensive,WATCH,9.5,3,12.5,0,1.503630010933925,47.30592868227278,-1.0594171997157071,1.058140961165763,0.08167323631476146,0.09879518072289138,0.1914441771768687,0.12926134875028383,0.031785233961539136,3.65947,12.65411
BSX,Boston Scientific Corporation,Healthcare,BUY,15.0,8,23.0,0,5.583728418879203,30.922302899034484,2.113488182559087,1.6168413311270453,0.1986624470054338,0.5555555555555555,0.08784023693644862,0.6900622665006226,0.18057285180572852,-33.25869,-28.12205
CMCSA,Comcast Corporation,Communication Services,BUY,13.5,6,19.5,0,1.7045264852352737,9.631913845651379,2.176514971867118,0.8819651592888677,-0.00019396917506526255,0.29736211031175064,0.06418975665356785,0.6006612398651653,0.176966541909512,-8.77193,-13.08357
CRM,"Salesforce, Inc.",Technology,BUY,17.0,10,27.0,0,4.482489371703793,12.924272403832802,-0.04636542239685658,0.760331914435045,0.09579100145137881,0.21894409937888185,0.08755926406431387,0.7767609873570138,0.34682721252257676,-17.91069,-26.66519
ADP,"Automatic Data Processing, Inc.",Industrials,BUY,12.5,9,21.5,0,4.059039857360365,18.73375160361144,0.3416469276856625,1.032305954270427,0.07073521293991439,0.09628008752735218,0.24007048850659207,0.48359361374167426,0.21666988776438537,-29.31857,-28.60093
AXP,American Express Company,Financial Services,BUY,14.0,9,23.0,0,2.709424513366392,13.622972231394114,0.6651005823186872,0.2841469269229418,0.08439239363350898,0.09686609686609696,0.08293713681986266,0.8323453015671799,0.19888644470129127,-7.19929,17.72803
BKNG,Booking Holdings Inc.,Consumer Cyclical,BUY,13.5,12,25.5,0,5.128464525987295,15.191248998129195,0.22901599824676747,1.3333333333333333,0.1338725304351489,-0.048239597622313654,0.4848511585259292,0.992904112642568,0.33759334249730655,-22.72879,-1.80868
AAPL,Apple Inc.,Technology,BUY,13.0,10,23.0,0,8.733206669657061,30.84828005753949,0.2954130959151256,0.9737446648641658,0.0642551178283274,0.22585924713584285,0.5101222472800643,0.4732528803972297,0.28310189914535017,9.26646,21.97634
ABBV,AbbVie Inc.,Healthcare,BUY,8.5,10,18.5,0,7.556200952158274,24.711900445644616,2.24944347082642,0.6713483794959458,0.08566762523520431,-0.008333333333333342,0.10566431748811746,0.7333551340745585,0.30577174623937214,3.21975,6.53273
ABNB,"Airbnb, Inc.",Consumer Cyclical,BUY,13.5,11,24.5,0,5.88717741148599,15.56478157537797,-1.766116352201258,1.3771704886804894,0.10259412718429112,-0.02147971360381879,0.19163705554746566,0.8295890858589985,0.37823707213462954,4.20237,6.96934
ADBE,Adobe Inc.,Technology,BUY,19.0,12,31.0,0,4.287436715331451,10.161935640205487,-0.6082835359571399,0.9118525021949078,0.10527784236224134,0.34485530546623805,0.3912141689028175,0.8924467345519977,0.42191142191142184,-22.7788,-28.59941
BLK,"BlackRock, Inc.",Financial Services,WATCH,9.5,5,14.5,0,6.073558125784605,40.95719397772208,0.39511703438234963,70.15189873417721,0.18665163914343116,-0.15571260306242635,0.06619130648181608,0.5045837462834489,0.14829038652130824,-17.84834,2.49206
INTU,Intuit Inc.,Technology,BUY,17.0,11,28.0,0,6.2460814895879935,18.376576349173856,0.6977662969153624,1.3232700135685211,0.15634019035922628,0.3062381852551985,0.1642489982224892,0.812285671686298,0.33989364345708467,-32.64554,-25.14794
HON,Honeywell International Inc.,Industrials,WATCH,6.5,5,11.5,0,4.187250976995538,31.32091682032264,2.166262519768055,1.3164929962418859,-0.02737946799667498,-0.08333333333333338,0.10433164610896334,0.36926127912741696,0.13368864650471,10.37548,12.92273
ICE,"Intercontinental Exchange, Inc.",Financial Services,BUY,11.5,8,19.5,0,8.694256850055389,25.61856331802285,2.920534775424365,1.0197584288363688,0.07456848907405833,0.20833333333333334,0.07026377009614362,0.6188479189745213,0.3393733185630638,-8.82911,-6.22561
MO,"Altria Group, Inc.",Consumer Defensive,WATCH,6.0,11,17.0,0,6.4533936052329475,14.868266113180516,1.9845794392523364,0.6056368800524361,-0.01491880258266484,-0.3715596330275229,0.2822595585864554,0.695589782837463,0.4340380751937243,1.6054,15.66183
META,"Meta Platforms, Inc.",Communication Services,BUY,13.0,10,23.0,0,8.24453535899605,35.93379368357587,0.45321052432901743,2.5987666124868536,0.2216703849824621,-0.02559934985778135,0.17950279862720422,0.8199944269179861,0.22943682015863384,-15.53885,8.0489
MDT,Medtronic plc,Healthcare,WATCH,11.0,6,17.0,0,3.920354755777252,25.71346915970425,2.8777255237280888,2.535123749341759,0.03624397478680015,0.31046931407942235,0.06433662145544965,0.6194904745800924,0.15246308195242927,-7.07221,-5.3612
MCD,McDonald's Corporation,Consumer Cyclical,WATCH,1.0,10,11.0,0,11.107926506193044,41.55811357069301,4.6111224977796,0.9545975693648245,0.03722993827160494,0.04803493449781666,0.17657503051250623,0.5741119583410824,0.26728659103589364,6.0609,8.87731
LIN,Linde plc,Basic Materials,WATCH,5.0,6,11.0,0,7.332022834225858,48.965637265474555,1.6991788038425784,0.8767601000131596,0.029722769277382214,0.07002188183807433,0.08966120362096423,0.4332960630847996,0.14973812746425,1.73637,8.19618
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,WATCH,9.0,6,15.0,0,1.6285935885195746,18.36685745379689,0.5182061132453649,1.0766582746750244,0.03121638740827497,-0.03102040816326537,0.20419218644768472,0.334758825301903,0.0886702361912709,-11.91186,7.54064
CSCO,"Cisco Systems, Inc.",Technology,WATCH,8.0,9,17.0,0,5.584483518389948,25.67028019732233,1.3310588235294118,0.9550100581743054,0.05298961024478189,0.003921568627451071,0.12024576120336973,0.6481356047007824,0.21754665221661532,16.84954,30.28322
DE,Deere & Company,Industrials,WATCH,-1.0,3,2.0,0,4.649076326559886,59.820455540827744,4.824207243112112,0.7493977354854252,-0.11585969357456748,-0.2783825816485226,0.07182672758509448,0.3563992784647817,0.07771716688761872,24.50957,25.42123
ETN,Eaton Corporation plc,Industrials,BUY,12.0,6,18.0,0,5.311296123579131,32.599386404293384,1.6981162453711158,1.3185699039487726,0.10330412412573357,0.09958071278826008,0.13115614698655842,0.3758743806470417,0.1629262605654328,-4.71714,22.89038
EOG,"EOG Resources, Inc.",Energy,BUY,9.5,9,18.5,0,3.4208932712810745,21.673020340539022,0.4435057162418218,1.9154511075094542,-0.03469073487894602,-0.19009725906277633,0.5811990700282293,0.681061018301059,0.15784109540479463,12.59309,9.86869
DIS,The Walt Disney Company,Communication Services,WATCH,10.5,3,13.5,0,2.2701520174683436,30.777602054390933,2.126460052951254,0.6693476318141197,0.03353728615054564,1.0,0.07794146241035788,0.3728425759538635,0.07375987295749926,-14.25492,2.64272
DHR,Danaher Corporation,Healthcare,WATCH,6.5,7,13.5,0,5.922936752686422,27.664393562737644,1.9874730021598273,1.873953283384751,0.029026178010471203,-0.04878048780487801,0.057211890110220154,0.6093292087267991,0.2140996418104852,-1.99421,-8.73634
HD,"The Home Depot, Inc.",Consumer Cyclical,WATCH,6.0,5,11.0,0,2.4867758518547753,32.384129970820815,2.9695310248280973,1.06066493955095,0.03240467921310982,-0.0461229946524065,0.19033947550648572,0.33315521334928316,0.07678995403289955,-19.81594,-2.39597
NKE,"NIKE, Inc.",Consumer Cyclical,WATCH,2.5,5,7.5,0,1.8124515265194678,34.06163953656566,1.1574422353573348,2.0631443298969074,-0.09838012538452552,-0.4228723404255319,0.09004063750909626,0.41132586588695635,0.053210930277556814,-25.84932,-25.48183
NFLX,"Netflix, Inc.",Communication Services,BUY,13.5,9,22.5,0,8.964672475638865,42.81247755350277,0.17944880941642724,1.185709316059751,0.15851068919677527,0.2709359605911332,0.2521668961712825,0.48486575802475956,0.2093939194347188,-20.6412,5.94248
MSFT,Microsoft Corporation,Technology,BUY,13.0,11,24.0,0,10.093355350250285,39.826456774143544,0.5171878673877263,1.3860236144763662,0.1493215623240672,0.1551433389544688,0.21118263773925158,0.6858632915702252,0.2534334251095913,-21.18847,6.09605
PM,Philip Morris International Inc.,Consumer Defensive,BUY,11.5,11,22.5,0,7.67838919075771,29.230297035633907,2.5739461358313815,0.9581547174263578,0.07175669253920482,0.6578366445916113,0.261115169755377,0.6642280027588925,0.2626859789141788,3.54584,14.29331
QCOM,QUALCOMM Incorporated,Technology,BUY,13.0,10,23.0,0,3.2916423888826976,11.425508205322606,0.5542045868219876,2.505396049684382,0.1365946306657769,-0.4433443344334434,0.12011719371818702,0.5510063075311477,0.28809592796487393,-18.95817,-13.68303
PFE,Pfizer Inc.,Healthcare,WATCH,6.0,8,14.0,0,3.4996906821297875,24.13035954131776,3.948876839659179,1.1599069868051048,-0.01647099501783834,-0.042253521126760445,0.08838314439482423,0.7033349845794915,0.1450326786941306,12.52618,4.92187
PG,The Procter & Gamble Company,Consumer Defensive,WATCH,7.5,7,14.5,0,4.426773679236209,25.419066346848062,1.0930262099335224,0.7244884056786288,0.0029153131284284676,0.07928802588996768,0.1586722883632998,0.5068438522619313,0.17415170245956435,-4.70551,-10.74797
PEP,"PepsiCo, Inc.",Consumer Defensive,WATCH,6.0,5,11.0,0,2.7464217621825924,33.62326173266423,2.8306815813242547,0.8530399218654621,0.022546650118666578,-0.13896848137535825,0.11303996390640884,0.541485227575193,0.08168219323928666,10.68069,7.09182
NOW,"ServiceNow, Inc.",Technology,BUY,17.0,10,27.0,0,8.860040668775417,25.70883304195804,-0.17335101093801789,0.9461840467298669,0.20884923525127458,0.22463768115942034,0.0897785229836507,0.7753426720891701,0.3446302153938846,-39.19479,-30.40291
ORCL,Oracle Corporation,Technology,WATCH,7.5,3,10.5,0,9.068216377639402,-23.490625033554334,4.221031800191074,1.3470309546603825,0.08379751137629576,0.1706036745406824,0.08023896351176857,0.6644037642211714,-0.3860355509777299,-45.537,7.76785
PANW,"Palo Alto Networks, Inc.",Technology,WATCH,7.5,9,16.5,0,11.198455903591318,27.24716160227245,-1.719502225451903,1.0449494318891248,0.1487387106820305,-0.5767326732673267,0.05777026844326511,0.7350429078265088,0.4109953200650945,-14.35122,-4.65064
TMUS,"T-Mobile US, Inc.",Communication Services,WATCH,8.0,6,14.0,0,4.036341176799646,19.80801628130036,3.678616471181738,0.9984081632653061,0.08487714987714988,0.005154639175257806,0.07040940325620197,0.5481094792150291,0.20377311485805522,-11.31474,-17.2636
TMO,Thermo Fisher Scientific Inc.,Healthcare,WATCH,8.0,4,12.0,0,4.663426628893975,33.01821657031623,2.7004094433313006,1.8899861742050168,0.03911005387252501,0.07177322074788911,0.07477373252133702,0.3945820989316815,0.1412379926384774,-0.74458766,-6.48654
SYK,Stryker Corporation,Healthcare,BUY,12.0,7,19.0,0,5.5699334327520305,32.66272428134485,1.9426934097421202,1.8931229150628688,0.11157335693737552,0.08015267175572517,0.101194154183655,0.6354116897595159,0.17052874661570314,-12.0337,-7.27328
SPGI,S&P Global Inc.,Financial Services,BUY,10.0,10,20.0,0,9.098862505412104,25.57554167576979,1.6185834957764782,0.8244074898520362,0.07939189189189189,0.1868932038834952,0.09216590705113631,0.7024647887323944,0.3557642149191446,-22.88187,-12.53517
SCHW,The Charles Schwab Corporation,Financial Services,BUY,13.5,8,21.5,0,6.999122631725383,22.10438421008787,2.3662594618901296,17.831453689725603,0.06446401784684026,0.5599999999999999,0.018849778960462776,0.8467208672086721,0.31663956639566393,-2.45884,24.11917
UBER,"Uber Technologies, Inc.",Technology,BUY,13.0,6,19.0,0,3.0250357087875117,16.117308456826795,0.8206669529125519,1.1357954545454545,0.18279594342625857,0.02335456475583871,0.11208233469617933,0.39754311090604993,0.18768864025222523,-23.90239,4.9777
UNH,UnitedHealth Group Incorporated,Healthcare,WATCH,11.5,2,13.5,0,0.6825695174018639,19.004391365163297,2.34275802254987,0.7883756756051071,0.11814039242726306,-0.1540920716112532,0.08231644722286849,0.1852616479767275,0.035916410280471975,-21.40648,-42.46345
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,BUY,13.5,11,24.5,0,9.988015018607124,37.64785521948776,-0.24955484699159386,2.9009116336890086,0.09568878685311386,1.0,0.16247187922752243,0.8628306087187666,0.2653010366826156,21.18977,-4.92921
